id,lon,lat,area_ha,temperature_celsius,rainfall_mm,soil_texture_list,elevation_m,slope,dist_to_coast_km,coastal,ph,soil_texture_id
21,125.06460620064856,-9.310678230225259,0.8598861883862188,24,1968,sandy loam,581,12.13465242523902,14.30179765,True,8.2,3
22,125.06504362480293,-9.310502312425458,0.9241696453563447,24,1968,sandy loam,589,14.854953363410386,2.343200186,True,8.2,3
23,125.06421020992126,-9.317842086052645,0.9697844785772731,24,1968,sandy loam,637,14.438615626978207,2.391813445,True,8.2,3
24,125.06405324749616,-9.318480596715132,0.976929728996282,24,1968,sandy loam,635,14.80490283119374,1.852974596,True,8.2,3
25,125.07006609079963,-9.314785179094988,0.6418716535614205,24,1968,sandy loam,592,9.218781335685655,1.807105034,True,8.2,3
26,125.20704442359185,-9.36361253192858,0.5292428270816323,26,1580,nan,32,2.061620418770497,2.579575303,True,,
27,125.21146710836233,-9.370622987392808,0.2098827778044728,26,1580,nan,17,2.101264688582736,3.85376076,True,,
28,125.21397161598391,-9.370770513048322,0.30133743451065037,26,1580,loam,21,3.6086839504898647,2.976439127,True,7.5,4
29,125.20925354874848,-9.371405595349119,1.4794746910509955,26,1580,nan,25,1.882676859079493,2.75731926,True,,
30,125.20727242496145,-9.361740252874386,0.44134189276245916,27,1580,loam,31,2.2553899139401157,3.067662214,True,7.5,4
31,125.2089223923013,-9.373759930177359,0.4600128430491683,26,1580,nan,23,3.131481030659673,3.965490774,True,,
32,125.17850572447243,-9.359691732881585,1.0544341486859439,26,1668,loam,42,3.4353259527209943,2.892148893,True,7.5,4
33,125.21113721111043,-9.378930041536352,1.2924886556027633,26,1580,none,22,3.6473197448435615,5.635481667,True,8.3,
34,125.21548671873074,-9.37718090016728,5.017575300200029,26,1580,loam,13,3.508567400474509,2.313590105,True,7.5,4
35,125.20159019147515,-9.401127561802305,1.8489325254593059,26,1538,loam,10,2.541859196766676,2.14663602,True,7.5,4
36,125.20245484916974,-9.40063054397508,0.9865343724398928,26,1538,none,9,2.5856119419290797,1.001045936,True,8.3,
37,125.21271746485628,-9.370510602942426,0.5941777818942602,26,1580,nan,17,2.8872956109674712,1.044908941,True,,
38,125.18905148664425,-9.399512328628537,2.074298547567719,26,1565,sandy loam,11,2.397935458563026,2.879285829,True,8.5,3
39,125.11842923729684,-9.347549869851816,0.2036905502876634,24,1734,clay,430,6.406990909674606,1.10930075,True,7.2,12
40,125.13010215520926,-9.34682259633467,4.082434264716945,24,1734,clay,381,13.406157513417153,6.216648079,True,6.7,12
41,125.14993258719714,-9.382105092734815,1.1985226720884872,25,1734,none,28,1.893587507799961,7.264056725,True,6.5,
42,125.14942717535507,-9.381045450686674,0.844597759395044,25,1734,none,28,5.328524302267033,3.658054678,True,6.5,
43,125.14875896929262,-9.38136047630351,1.220378789396738,25,1734,clay,30,4.484734330375018,3.783694629,True,6.7,12
44,125.14991338337741,-9.380675442749657,0.7941389338609238,25,1734,none,28,6.135850184390816,3.76465815,True,6.5,
45,125.10262058249639,-9.338368442852676,2.2011078904839496,24,1862,clay,548,16.500701115782746,3.813896013,True,7.8,12
46,125.199393657305,-9.379814014211895,0.25018877944990114,26,1580,loam,24,2.167503433979175,5.540068597,True,7.9,4
47,125.21131694487006,-9.373989425796479,0.5627031057812697,26,1580,nan,18,2.187197756187156,3.158753666,True,,
48,125.20296556109315,-9.39984524974963,0.23638754843700593,26,1538,none,9,3.4496389131582568,2.702914834,True,8.3,
49,125.068203614378,-9.329873268846322,0.6413918690747806,24,1968,sandy loam,579,9.761160579593449,1.129629931,True,6.6,3
50,125.0682765699179,-9.330564874887953,0.6936490693596986,24,1968,sandy loam,573,11.627339739332978,1.751893756,True,6.6,3
51,125.07454217145865,-9.306547337642192,0.8064051952870424,24,1968,sandy loam,516,11.23671545208417,1.754264904,True,8.2,3
52,125.07435607006528,-9.306035951770507,0.6952413733540714,24,1968,sandy loam,518,9.307347965756689,3.47909303,True,8.2,3
53,125.06370164558854,-9.306905681589805,2.0183431286656974,24,1968,sandy loam,539,14.190419840855778,3.496477808,True,8.2,3
54,125.2117528868367,-9.373721024386127,0.7015881976477287,26,1580,nan,18,2.4026078888527596,2.57979915,True,,
55,125.0270724434218,-9.27640447001552,1.6525708619768316,23,2202,sandy loam,716,10.576283886293053,2.69711311,True,8.2,3
56,125.00882778597808,-9.275916797434698,0.49947553658441873,23,2202,sandy loam,930,24.191706694723006,3.068114984,True,8.2,3
57,125.17920210873616,-9.207380320142354,1.7247208095433841,22,2366,sandy loam,738,12.147128661339782,1.281980333,True,6.6,3
58,125.18121358864188,-9.208373582972904,0.39126379110036874,22,2366,sandy loam,698,7.903983160710626,3.623481622,True,6.6,3
59,125.17835796170765,-9.19995833503485,0.4146100579899303,22,2449,clay,817,8.83185579568184,3.767040923,True,6.2,12
60,125.00726977168081,-9.278745598032808,2.701968760785979,23,2202,sandy loam,958,18.99974190804744,2.797567643,True,8.2,3
61,125.00758006212291,-9.248649375102902,0.2253341280330426,23,2202,sandy loam,952,3.4484912935491305,1.049884238,True,8.2,3
62,125.00969892889658,-9.250881833083247,0.4073710680634268,23,2202,sandy loam,951,9.245675969677212,1.848575341,True,8.2,3
63,125.18590831104731,-9.237914596328443,1.3291298020122064,24,2366,nan,291,9.496340067238874,1.830313145,True,,
64,125.18924712501769,-9.232832805291851,1.3381235687873854,24,2366,sandy loam,320,16.187535984905463,7.074059099,True,6.6,3
65,125.19082928066096,-9.230402444387831,1.0544278798245699,24,2366,sandy loam,309,5.064754833399171,6.599202671,True,6.6,3
66,125.18622631471715,-9.231686495986102,0.7613676062110775,24,2366,sandy loam,412,11.633375230005504,6.384134503,True,6.6,3
67,125.18253363458108,-9.1858188308428,5.103330253365391,23,2449,clay loam,628,9.31794186065789,6.403247518,True,6.5,8
68,125.1812210116633,-9.184387653856463,0.8332785096988901,23,2449,clay loam,636,11.094751265238068,1.47242757,True,6.5,8
69,125.17505482556145,-9.177738002824798,1.2211135368377433,23,2449,sandy loam,637,12.24365088723254,1.260356586,True,6.0,3
70,125.17784847153229,-9.2006685662215,0.6020391239952015,22,2449,clay,834,10.31481928905019,0.314156027,True,6.2,12
71,125.17858888873111,-9.203058910048943,0.943037876045044,22,2449,sandy loam,814,12.53929859596452,2.868454516,True,6.6,3
72,125.18554514360694,-9.204248805071407,1.4371931855020164,22,2376,sandy loam,729,16.686879685188234,3.140812812,True,6.6,3
73,125.04449009197855,-9.244209782221159,2.002224205988654,23,2228,sandy loam,712,19.079696461392004,3.451405287,True,8.2,3
74,125.17828046838096,-9.22002332294212,1.3490744028783008,23,2366,sandy loam,744,13.256441324431973,5.54436104,True,6.6,3
75,125.17705456863095,-9.216577088217996,1.1102198273686317,23,2366,sandy loam,725,9.295034770283738,5.004429447,True,6.6,3
76,125.17651643263575,-9.187567766080134,0.7597918231485705,23,2449,clay loam,757,13.63554121721841,4.615441934,True,6.5,8
77,124.99948059154532,-9.242055663158633,1.6400564645971976,23,2218,sandy loam,885,8.124442319781668,1.412383372,True,8.2,3
78,124.99960134667768,-9.241120370377306,0.33937854830125014,23,2218,sandy loam,893,4.690257239308458,1.541714166,True,8.2,3
79,125.06973333415185,-9.221842304812187,0.12424752805956,23,2536,sandy loam,795,13.362413594447531,1.586901272,True,8.2,3
80,125.07306055100324,-9.221877053105683,1.195585170312373,22,2536,sandy loam,771,13.789453012726854,3.687154917,True,8.2,3
81,125.01053062680595,-9.273708160815014,1.020413549797563,23,2202,sandy loam,894,22.272848228330623,3.440885456,True,8.2,3
82,125.03107948705765,-9.279318670908387,1.9652573053281435,23,2202,sandy loam,732,11.8921086427711,1.509438319,True,8.2,3
83,125.17150619094888,-9.180576323410778,1.013019690519845,23,2449,sandy loam,706,9.405686334991366,3.166665527,True,6.0,3
84,125.006312416971,-9.283716479939374,0.8841805070814495,23,2202,sandy loam,882,11.821026839859416,0.706658861,True,8.2,3
85,125.01124789792728,-9.281035335107328,0.7138751164131156,23,2202,sandy loam,827,11.507723930157729,0.976664912,True,8.2,3
86,125.17732724210173,-9.187219165984581,1.014165939697352,23,2449,clay loam,738,15.040530608997358,1.463331975,True,6.5,8
87,125.14089618108684,-9.189790846999927,0.9391830161582482,22,2479,clay,1075,14.574745366838453,1.388752278,True,6.2,12
88,125.14593189778267,-9.187883708707252,0.9391440623272056,22,2479,clay,1080,12.556758108144413,1.574914793,True,6.2,12
89,125.03083761300519,-9.268933251882594,0.4668794088395779,23,2202,sandy loam,810,11.914480951564327,1.642214857,True,8.2,3
90,125.03068896652816,-9.26933413156852,0.32694394068469224,23,2202,sandy loam,801,13.240690564849821,3.745103264,True,8.2,3
91,125.14101172147102,-9.188258830832652,1.0465963250425612,22,2479,clay,1015,19.340316867435487,3.7374369,True,6.2,12
92,125.14245225831989,-9.187973934888403,0.7967994602329141,22,2479,clay,1019,9.98301189443234,1.443374142,True,6.2,12
93,125.14193293614905,-9.187128293661788,0.4742362088221674,22,2479,clay,1005,8.52178708424875,1.520639059,True,6.2,12
94,125.00862805277971,-9.28278543886236,1.5592993743412804,23,2202,sandy loam,869,18.781288934638066,1.413304479,True,8.2,3
95,125.01183779277244,-9.283472455563064,0.4788664779500336,23,2202,sandy loam,797,11.25164230505805,1.196105453,True,8.2,3
96,125.00724905488393,-9.282576052083638,0.4045224043668767,23,2202,sandy loam,904,12.130253980273732,1.394508819,True,8.2,3
97,125.0081706426582,-9.284393134601297,0.3261655799306481,23,2202,sandy loam,845,18.76164460074892,1.042944764,True,8.2,3
98,125.00779465165587,-9.283969340903058,0.698684650198614,23,2202,sandy loam,864,16.972066175091747,1.152505017,True,8.2,3
99,125.0090315775878,-9.276628454754524,0.1719461722374291,23,2202,sandy loam,908,13.872757064750488,1.139867293,True,8.2,3
100,125.00980567661833,-9.277279730481274,0.4700612566554203,23,2202,sandy loam,885,16.17367560065805,1.284773077,True,8.2,3
101,125.11821058737489,-9.187162946852082,1.268032095529227,22,2479,sandy loam,834,8.957763287958857,1.351510426,True,8.2,3
102,125.0153066000748,-9.284988916446823,0.2891566624198318,23,2202,sandy loam,712,7.522262831661856,0.141114212,True,8.2,3
103,125.16867784216922,-9.187427274216077,1.0548644125595117,22,2449,clay,820,12.166369262060947,1.477894706,True,6.2,12
104,125.00859141251686,-9.283748534904062,0.6721679086712751,23,2202,sandy loam,843,16.84276388858277,1.524753399,True,8.2,3
105,125.00894205381799,-9.284247123932062,0.3783652015581727,23,2202,sandy loam,828,13.249118482659988,1.216556065,True,8.2,3
106,125.03010861985504,-9.265008770932688,1.3679876394011032,23,2202,sandy loam,801,11.01820100359354,1.193726573,True,8.2,3
107,125.02822003365199,-9.265143113148621,1.4237216026230974,23,2202,sandy loam,802,13.013362247394545,3.610641989,True,8.2,3
108,125.03599737143327,-9.264876799081621,0.6696739843952824,23,2202,sandy loam,750,9.910204177478304,3.404784164,True,8.2,3
109,125.03525647624062,-9.26629214920436,1.2617967415712597,23,2202,sandy loam,779,12.259162389518588,4.255527087,True,8.2,3
110,125.03259587260331,-9.262915026911887,0.47036061383586775,23,2202,sandy loam,739,16.904783993975734,4.185999876,True,8.2,3
111,125.01001283747637,-9.279014164548428,1.148331974782607,23,2202,sandy loam,869,17.619277930638138,3.873344989,True,8.2,3
112,125.12109741595805,-9.192925592533651,1.1367479617986862,22,2479,sandy loam,933,8.743830381726347,1.341510889,True,8.2,3
113,125.14492209821601,-9.18722239661079,1.0320992975840935,22,2479,clay,1056,10.008306992252994,0.7827773,True,6.2,12
114,125.14426703729903,-9.184199935723456,0.33722768503127243,23,2479,sandy loam,998,15.886841195154684,1.546358663,True,6.0,3
115,125.0310610900715,-9.280789226155763,0.8274878914043339,23,2202,sandy loam,702,15.603104171567132,1.204478966,True,8.2,3
116,125.03117278790465,-9.26864541275067,0.09192845016471614,23,2202,sandy loam,822,10.732295597146656,3.062832707,True,8.2,3
117,125.17517194596647,-9.180656155780856,0.8400644706127705,23,2449,sandy loam,689,14.605007483573676,3.775685707,True,6.0,3
118,125.05147908102384,-9.307131880141906,0.6909365909102241,24,2060,sandy loam,666,8.981241712085675,0.637108367,True,8.2,3
119,125.04840897195392,-9.306338844081926,0.5569208187074963,24,2060,sandy loam,635,11.755684007623387,1.858685226,True,8.2,3
120,125.01883823512321,-9.28930899375843,1.245324689648952,23,2202,sandy loam,704,11.274949169583438,1.797203725,True,8.2,3
121,125.03370830893623,-9.281868145289613,0.5134203474385393,23,2202,sandy loam,741,9.086108447596569,1.426033419,True,8.2,3
122,125.03392774911474,-9.282628317378553,0.6870775698202893,23,2202,sandy loam,743,7.059934332898489,3.204903452,True,8.2,3
123,125.0328273371425,-9.276701328005876,0.5007882993436179,23,2202,sandy loam,790,15.923210358489722,3.152944013,True,8.2,3
124,125.03366848917759,-9.27810340879213,0.6412342730061517,23,2202,sandy loam,779,13.248796542748911,3.500538295,True,8.2,3
125,125.03872921860533,-9.276496590942497,1.1190042380897565,23,2202,sandy loam,730,15.846961391716077,3.472242847,True,8.2,3
126,125.16484063327928,-9.186481923932464,1.2462245934140583,22,2449,sandy loam,824,11.27137780512021,4.012146745,True,6.0,3
127,125.16451594558112,-9.188057359053913,0.6242119691683838,22,2449,sandy loam,859,13.508947249440439,1.471070229,True,6.0,3
128,125.16781089809255,-9.185609658797127,0.45014018548518686,23,2449,sandy loam,801,6.4357977485977775,1.643043476,True,6.0,3
129,125.1691390961621,-9.184837501660505,0.7788438578891729,23,2449,sandy loam,780,8.825532765532536,1.371455424,True,6.0,3
130,125.16785767515364,-9.192612654627151,1.3147593654371859,22,2449,clay,946,19.920704203328196,1.244671764,True,6.2,12
131,125.1701213418257,-9.192088612271808,0.9025003050723371,22,2449,clay,924,18.71013873270808,2.090511905,True,6.2,12
132,125.1655520107407,-9.186931858747364,0.7034494873248511,22,2449,sandy loam,826,11.364677792011713,1.962775981,True,6.0,3
133,125.14377728847339,-9.18452476923079,0.361855552708859,23,2479,sandy loam,1000,14.387082434027743,1.524789188,True,6.0,3
134,125.14191128297462,-9.185282823207734,0.5492560299975022,23,2479,sandy loam,1002,13.11533838680805,1.231147118,True,6.0,3
135,125.02457898614655,-9.266800226908423,0.3217400691074831,23,2202,sandy loam,767,12.844314796018196,1.270991433,True,8.2,3
136,125.12471473193766,-9.19127794299003,1.173493957892029,22,2479,clay,940,10.24742790786234,3.027767596,True,6.2,12
137,125.14294837543999,-9.182100485966306,1.3306765282237492,23,2479,sandy loam,938,17.0802908596862,0.697393011,True,6.0,3
138,125.14254618276433,-9.186613667452503,0.44322250905771654,22,2479,sandy loam,1022,7.656227598679592,0.95073773,True,6.0,3
139,125.03027230427409,-9.265658105463277,0.9009631482864127,23,2202,sandy loam,806,10.422322140217542,1.421019545,True,8.2,3
140,125.15994264001979,-9.186070749808184,0.7823043686829823,22,2449,clay,869,14.387479219432457,3.6342427,True,6.2,12
141,125.16356549623698,-9.185704839587567,0.4903882049638881,23,2449,sandy loam,820,10.855954189983803,1.435828714,True,6.0,3
142,125.03085049899418,-9.285741305156032,0.3928416850416184,23,2202,sandy loam,694,19.0268610486563,1.381868246,True,8.2,3
143,125.1518888863928,-9.181386485044927,0.9117919150574989,23,2479,sandy loam,931,10.71781730156886,2.673815375,True,6.0,3
144,125.15737529019687,-9.180588642069043,0.31162602719127164,23,2449,sandy loam,830,11.181492519379363,0.977517691,True,6.0,3
145,125.15938418013802,-9.181980658026653,0.6047335044789726,23,2449,sandy loam,833,14.241003114901257,0.830198648,True,6.0,3
146,125.15024387439608,-9.185995337813663,0.988758750003567,22,2479,clay,1052,21.87301642322828,0.980882997,True,6.2,12
147,125.15895541040744,-9.178407108516906,3.1728425096557036,23,2449,sandy loam,780,13.0769333543269,1.518377553,True,6.0,3
148,125.11412237666163,-9.19973946931262,0.6049596340004013,22,2479,sandy loam,1051,14.553906636130783,0.582912373,True,8.2,3
149,125.11705406249989,-9.201484698566276,1.1496097264791345,22,2479,clay,1115,10.39915441582658,0.881028535,True,6.2,12
150,125.0238928339071,-9.282374621715473,0.91980367920114,23,2202,sandy loam,603,12.157348669629576,1.254571686,True,8.2,3
151,125.01135790916454,-9.278158641198925,0.5237108483872298,23,2202,sandy loam,828,18.445196670371594,2.355114302,True,8.2,3
152,125.1385396473492,-9.187993834037277,0.4358768404164262,22,2479,clay,966,19.607970404792834,1.50318708,True,6.2,12
153,125.11505720807813,-9.19796489793786,1.4069106488103853,22,2479,sandy loam,1031,15.352771794793027,1.264364638,True,8.2,3
154,125.1377172886919,-9.186947059511958,0.3987304231743022,22,2479,sandy loam,929,11.606329140467846,0.868860348,True,8.2,3
155,125.15388641440734,-9.184964926064453,2.6502980817964152,23,2454,clay,965,18.578783961274212,1.117663828,True,6.2,12
156,125.0053604431956,-9.256033150116844,2.910337466355455,23,2202,sandy loam,923,17.350209495503076,1.308177236,True,8.2,3
157,125.00329653371487,-9.259561595806659,3.074704769548159,23,2202,sandy loam,858,10.606767988872114,1.102641726,True,8.2,3
158,125.01523368931245,-9.254922329424065,0.6276356830958313,23,2202,sandy loam,1019,6.178322856336355,0.710667665,True,8.2,3
159,125.02672549987845,-9.260984151840898,1.1591391547433594,23,2202,sandy loam,844,11.809173226739723,2.118851052,True,8.2,3
160,125.0264940937389,-9.259723478638318,2.062018298281878,23,2202,sandy loam,844,14.509429833543496,3.229627852,True,8.2,3
161,125.00144380524547,-9.257791132105783,0.44343856318903346,23,2202,sandy loam,889,15.378205119338526,3.212609546,True,8.2,3
162,125.0237513160891,-9.26012385873592,1.145057400002844,23,2202,sandy loam,917,13.333517387076943,0.644743204,True,8.2,3
163,124.99364967949916,-9.247531578431841,0.4071380087419181,23,2218,sandy loam,815,7.772002584272665,2.908690792,True,8.2,3
164,125.034989491212,-9.220050033325728,0.9245560548773183,23,2228,sandy loam,844,20.023616899117705,0.852505565,True,8.2,3
165,125.02291985474423,-9.262615722651933,0.5562413542570969,23,2202,sandy loam,864,20.150471706408055,5.05576441,True,8.2,3
166,125.17329155021106,-9.19167514531298,0.3446266245392606,23,2449,clay,843,19.01112422492851,2.809698305,True,6.2,12
167,125.16082790373711,-9.181105567183492,0.5998640271909429,23,2449,sandy loam,812,9.188054169453475,1.862954266,True,6.0,3
168,125.16816502098112,-9.18832222470716,0.7465147695373033,22,2449,clay,837,10.439600577577513,0.885623385,True,6.2,12
169,125.02458943434753,-9.26393422917549,0.9657669089809008,23,2202,sandy loam,814,11.936855672225352,1.638168654,True,8.2,3
170,125.02380231099126,-9.265959455960662,1.9458559308554548,23,2202,sandy loam,793,12.988946515836515,2.998408895,True,8.2,3
171,125.0251396528422,-9.26760497617822,0.4251565584465644,23,2202,sandy loam,745,9.035565429985798,2.930672236,True,8.2,3
172,125.02762056848472,-9.271302073251768,1.4886146636112794,23,2202,sandy loam,726,11.646939439258864,3.102877302,True,8.2,3
173,125.04315841849795,-9.234868302766285,3.180918236057064,23,2228,sandy loam,840,12.153247296489015,3.404163473,True,8.2,3
174,125.044859867698,-9.23066499983659,0.8246752038072435,23,2228,sandy loam,956,21.25614011839954,5.865331246,True,8.2,3
175,125.05198658326016,-9.240964030580527,0.9167168038064545,23,2228,sandy loam,753,18.967053707593326,6.052883838,True,8.2,3
176,125.04603818456691,-9.24320742292139,1.2359933868685964,23,2228,sandy loam,728,18.901554133910274,6.442110778,True,8.2,3
177,125.1542762098877,-9.18112013439837,0.6827451291683203,23,2449,sandy loam,895,11.162801417238692,5.742995358,True,6.0,3
178,125.14352559167938,-9.18779188931773,0.892597486351898,22,2479,clay,1035,10.709974947356597,0.881615307,True,6.2,12
179,125.13996318581934,-9.184589440687013,1.2597501276490548,23,2479,sandy loam,947,17.523951468387864,1.581634033,True,8.2,3
180,125.00919202208487,-9.256773516665701,2.006076540436614,23,2202,sandy loam,939,8.926425085203935,1.061156119,True,8.2,3
181,125.06079778812736,-9.222797240230708,0.36552770374268795,22,2536,sandy loam,1052,22.94303741469894,1.427845715,True,8.2,3
182,125.0604423180388,-9.217133998535234,0.5789906936544964,23,2536,sandy loam,978,22.708168812183267,4.324274032,True,8.2,3
183,125.05979667660648,-9.217587091303606,0.7136947267696538,23,2536,sandy loam,982,22.007576511799876,3.82832102,True,8.2,3
184,125.06726621923835,-9.21626554865534,1.3722627645943715,23,2536,sandy loam,1022,16.869879333003915,3.909613539,True,8.2,3
185,125.0652770492513,-9.21717555785073,0.6076594199183076,23,2536,sandy loam,1005,13.239149115570369,3.317167073,True,8.2,3
186,125.05941963565694,-9.22330120344123,0.3754818618819001,22,2536,sandy loam,1068,10.633132901281627,3.530844558,True,8.2,3
187,125.05749266497826,-9.22490140838468,1.6399548934784423,22,2536,sandy loam,1003,28.76698330689696,4.45886545,True,8.2,3
188,125.05895845949092,-9.226313956468374,0.11932694479007915,22,2536,sandy loam,934,12.992054919335734,4.72682328,True,8.2,3
189,125.05897631697482,-9.227269410820634,0.29773718885549144,22,2536,sandy loam,913,12.6338663138739,4.754521943,True,8.2,3
190,125.0606093533139,-9.227610766193242,1.8305365467771288,22,2536,sandy loam,877,12.879727465539215,4.837398667,True,8.2,3
191,125.0618989202288,-9.226352084532685,1.5979992995019094,22,2536,sandy loam,877,12.06624621848306,4.762724196,True,8.2,3
192,125.06854865143252,-9.223018760332922,1.8691502663088777,23,2536,sandy loam,799,15.92241061981908,4.567611466,True,8.2,3
193,125.07139718913207,-9.221655552902954,0.7098725186661701,23,2536,sandy loam,791,12.583974355135119,3.864918756,True,8.2,3
194,125.0721124136643,-9.221074370650182,1.0774232461205389,23,2536,sandy loam,797,9.408729470657734,3.549207305,True,8.2,3
195,125.07303499020803,-9.220885937325043,0.7693941896500665,22,2536,sandy loam,788,9.541274180314486,3.448226769,True,8.2,3
196,125.06425136198976,-9.225729956863477,0.26998855954187206,23,2536,sandy loam,830,13.007284901937526,3.362648398,True,8.2,3
197,125.0647152957866,-9.223079639198136,0.09940605529661715,23,2536,sandy loam,858,14.288574083569545,4.368118072,True,8.2,3
198,125.07084117707649,-9.220640984620607,0.8858157259255582,23,2536,sandy loam,815,13.575283121583853,4.09438567,True,8.2,3
199,125.07029438644093,-9.220792137057689,0.17457893642783548,23,2536,sandy loam,813,14.06070704674474,3.511711801,True,8.2,3
200,125.06975831962727,-9.220285381204455,0.4722132238541184,23,2536,sandy loam,836,23.34969614202048,3.555711215,True,8.2,3
201,125.07195283413681,-9.222894921274039,2.098985350347206,22,2536,sandy loam,752,14.352886391026326,3.537060686,True,8.2,3
202,125.07432148301547,-9.22342121757752,0.8986909402609768,22,2536,sandy loam,719,9.571329823223971,3.606121039,True,8.2,3
203,125.07388089150615,-9.22038795600104,3.0498160378787382,22,2536,sandy loam,788,12.789966347303395,3.480485253,True,8.2,3
204,125.07392886167895,-9.218102788215282,0.8556923879918861,22,2536,sandy loam,859,21.75363803461344,3.258755664,True,8.2,3
205,125.0629600087545,-9.224714896054993,0.4224851730614575,22,2536,sandy loam,875,18.770455486610746,3.075405535,True,8.2,3
206,125.06282273959776,-9.229453396031282,0.38836333751448027,22,2536,sandy loam,803,13.77381348290224,4.352335346,True,8.2,3
207,125.06474250909223,-9.224714219518486,1.1602933594510645,23,2536,sandy loam,838,12.09133795898309,4.80108888,True,8.2,3
208,125.07301793789092,-9.218721310396024,2.5038243460711556,22,2536,sandy loam,841,18.734497109348663,4.244307611,True,8.2,3
209,125.0723783832706,-9.222102240199147,0.8371613850761273,22,2536,sandy loam,770,14.937185133298303,3.19510086,True,8.2,3
210,125.0649038956792,-9.222459373478376,0.42659590899461736,23,2536,sandy loam,873,18.914882408351925,3.510018021,True,8.2,3
211,125.06155945774799,-9.22697658850406,0.5293546600428585,22,2536,sandy loam,874,12.642331785724949,4.02588099,True,8.2,3
212,125.06223396672706,-9.22923800711026,0.7469466515360424,22,2536,sandy loam,817,15.660207826057187,4.645679071,True,8.2,3
213,125.05433917856396,-9.22900454884047,0.9503984577754778,22,2375,sandy loam,965,19.26860060496224,4.814623262,True,8.2,3
214,125.03809006548722,-9.233403163344061,3.2485258728155,23,2228,sandy loam,785,13.236850872888377,5.295020648,True,8.2,3
215,125.07176163849009,-9.224383053013758,0.4589286294739239,23,2536,sandy loam,724,15.274152848388619,5.484305733,True,8.2,3
216,125.05995014872732,-9.226057782852958,0.7400439680762955,22,2536,sandy loam,919,15.556418959793925,3.742737532,True,8.2,3
217,125.0587600686174,-9.225395863501888,0.2521106750235682,22,2536,sandy loam,957,22.871334670813837,4.665982695,True,8.2,3
218,125.06128069423117,-9.221557254064741,0.31531834354245497,23,2536,sandy loam,1040,9.894430695018206,4.688374215,True,8.2,3
219,125.03191039086565,-9.266772807479223,1.8115642754527743,23,2202,sandy loam,804,12.983972929098341,4.182111387,True,8.2,3
220,125.03069421222544,-9.26171053183979,1.1288525338522672,23,2202,sandy loam,787,13.148286751506399,3.825938699,True,8.2,3
221,125.00929701173996,-9.285552074692093,0.6112011273759952,23,2202,sandy loam,789,17.146294897519518,3.663597838,True,8.2,3
222,125.15950206013052,-9.185496426029113,0.6330908279842578,23,2449,clay,871,9.122478969046876,1.069192723,True,6.2,12
223,125.02098142214568,-9.273743161791463,0.9581027500393344,23,2202,sandy loam,687,12.250332564399509,1.369256389,True,8.2,3
